text,target,num_characters,num_words,num_sentance,transformed_text
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",0,94,20,1,good morn im suffer fever dysentri abl come offic today
I wont do anything de.,0,22,6,1,wont anyth de
What type of stuff do you sing?,0,31,8,1,type stuff sing
"St andre, virgil's cream",0,24,6,1,st andr virgil cream
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0,65,17,1,fri ah oki lor goin 4 drivin den go shoppin tt
Gokila is talking with you aha:),0,32,8,1,gokila talk aha
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",0,120,22,2,hi shanil rakhesh exchang uncut diamond back excel servic dino prem
K.k.this month kotees birthday know?,0,36,6,1,month kote birthday know
But i'm really really broke oh. No amount is too small even  &lt;#&gt;,0,70,21,2,realli realli broke oh amount small even lt gt
Sorry about that this is my mates phone and i didnt write it love Kate,0,70,15,1,sorri mate phone didnt write love kate
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",1,149,33,2,themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi 4 free
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",0,166,38,3,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit may come co money
"Aight, call me once you're close",0,32,8,1,aight call close
Nope thats fine. I might have a nap tho!,0,40,11,2,nope that fine might nap tho
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,1,153,25,1,msg mobil content order resent previou attempt fail due network error queri customersqueri
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,0,98,19,2,news hassl get weed week andr money haughaighgtujhyguj
Ding me on ya break fassyole! Blacko from londn,0,47,10,2,ding ya break fassyol blacko londn
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,57,15,1,realli need 2 kiss u miss u babi ur babi 4eva
Oh you got many responsibilities.,0,33,6,1,oh got mani respons
You have 1 new message. Please call 08715205273,1,47,9,2,1 new messag pleas call 08715205273
I've reached sch already...,0,27,6,1,reach sch alreadi
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906,1,158,30,4,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free 08002986906
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0,91,20,2,u definit need modul e human di sem izzit u wan 2 take modul 1st
Argh why the fuck is nobody in town ;_;,0,39,11,1,argh fuck nobodi town
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1,156,33,3,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli
Thanks. Fills me with complete calm and reassurance!,0,52,10,2,thank fill complet calm reassur
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,0,88,15,1,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
Are you driving or training?,0,28,6,1,drive train
Lol for real. She told my dad I have cancer,0,43,11,2,lol real told dad cancer
PRIVATE! Your 2003 Account Statement for 078,1,44,8,2,privat 2003 account statement 078
"Oops I did have it,  &lt;#&gt; ?",0,32,14,1,oop lt gt
NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,0,69,14,1,enufcredeit ileav uni 6 bu yor hous
"Hi Chikku, send some nice msgs",0,30,7,1,hi chikku send nice msg
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,154,33,2,imposs argu alway treat like sub like never releas remind necessari
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",0,107,27,1,work ah den 6 plu lor u workin oso rite den go orchard lor place go liao
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",0,101,22,3,wonder okor great month cherish guy wish well day mojibiola
Cuz ibored. And don wanna study,0,31,8,2,cuz ibor wan na studi
Wot about on wed nite I am 3 then but only til 9!,0,49,14,1,wot wed nite 3 til 9
Any way where are you and what doing.,0,37,9,1,way
That sucks. I'll go over so u can do my hair. You'll do it free right?,0,70,21,3,suck go u hair free right
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;,0,113,30,4,still work time also tri ad zero save check lt gt
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0,116,29,2,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
Sday only joined.so training we started today:),0,47,9,1,sday train start today
Sorry * was at the grocers.,0,27,7,1,sorri grocer
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,0,87,18,1,nice pub near franki n benni near warner cinema
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,162,35,4,4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min
Yup... I havent been there before... You want to go for the yoga? I can call up to book,0,87,22,3,yup havent want go yoga call book
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,0,228,55,5,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0,102,20,2,yeah imagin would realli gentl unlik doc treat patient like turkey
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,0,133,29,2,start dont stop pray good idea anyth see help guy forward link
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,88,21,1,hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate
I'm in office now da:)where are you?,0,36,12,1,offic da
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,0,77,22,3,aiyar u poor thing give u support k jia think u
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0,104,20,4,oh unintent bad time great finger train play along give fifteen min warn
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,1,155,28,2,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),0,87,23,1,k come wenev u lik come also tel vikki come get free time
Pls call me da. What happen.,0,28,8,2,pl call da happen
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",0,130,28,1,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life
No problem with the renewal. I.ll do it right away but i dont know his details.,0,79,18,2,problem renew right away dont know detail
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,0,184,43,3,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail
Haven't left yet so probably gonna be here til dinner,0,53,12,1,left yet probabl gon na til dinner
"Like  &lt;#&gt; , same question",0,31,11,1,like lt gt question
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,0,85,22,3,new year eve went parti boyfriend si hey
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",0,77,16,1,sir need velusami sir date birth compani bank facil detail
K k:) sms chat with me.,0,23,9,1,k k sm chat
I will come with karnan car. Please wait till 6pm will directly goto doctor.,0,76,16,2,come karnan car pleas wait till 6pm directli goto doctor
No but the bluray player can,0,28,6,1,bluray player
Ok... Then r we meeting later?,0,30,8,1,ok r meet later
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,0,75,20,3,lol need cash nitro hurri come crash
Just send a text. We'll skype later.,0,36,10,2,send text skype later
Ok leave no need to ask,0,23,6,1,ok leav need ask
Ü still got lessons?  Ü in sch?,0,31,9,2,ü still got lesson ü sch
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,99,27,3,dun believ leh tot told true alreadi thk muz c us tog believ
Oh did you charge camera,0,24,5,1,oh charg camera
"I‘ve got some salt, you can rub it in my open wounds if you like!",0,65,19,1,got salt rub open wound like
Now i'm going for lunch.,0,24,7,1,go lunch
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,0,84,24,1,school n da lab stuff give call ü r done
"Aight, text me tonight and we'll see what's up",0,46,12,1,aight text tonight see
U 2.,0,4,3,1,u 2
Water logging in desert. Geoenvironmental implications.,0,55,8,2,water log desert geoenvironment implic
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u",0,85,21,3,strang watch 2nd one bed sweet dream miss u
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,1,119,29,3,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",0,100,27,1,hi hope u r ok said would text u seen let gentli pleas
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",0,157,45,9,babe fuck love know fuck good hear voic need crave ca get enough ador ahmad kiss
K sure am in my relatives home. Sms me de. Pls:-),0,49,16,3,k sure rel home sm de pl
"Fuuuuck I need to stop sleepin, sup",0,35,8,1,fuuuuck need stop sleepin sup
I'm in town now so i'll jus take mrt down later.,0,48,14,1,town ju take mrt later
I just cooked a rather nice salmon a la you,0,43,10,1,cook rather nice salmon la
I uploaded mine to Facebook,0,27,5,1,upload mine facebook
WHAT TIME U WRKIN?,0,18,5,1,time u wrkin
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,142,36,2,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,1,156,32,3,record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,0,69,17,1,oh oh den muz chang plan liao go back yan jiu
"It's wylie, you in tampa or sarasota?",0,37,10,1,wyli tampa sarasota
Ok... Take ur time n enjoy ur dinner...,0,39,10,1,ok take ur time n enjoy ur dinner
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,0,134,33,3,darren say dat u meet da ge den dun meet 4 dinner co later u leav xy feel awkward den u meet 4 lunch lor
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,0,83,22,2,like cheap happi splash wine make feel better
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,0,116,25,4,fine difficulti phone work mine pl send anoth friend request
Ugh my leg hurts. Musta overdid it on mon.,0,42,11,2,ugh leg hurt musta overdid mon
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,1,151,29,5,call germani 1 penc per minut call fix line via access number 0844 861 85 prepay direct access
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,0,40,9,1,wot student discount u get book
How come she can get it? Should b quite diff to guess rite...,0,61,15,2,come get b quit diff guess rite
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,1,160,27,3,mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptxt
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,109,29,4,babe answer ca see mayb better reboot ym got photo great
Hi.what you think about match?,0,30,6,1,think match
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",0,329,67,6,know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop
Dai i downloaded but there is only exe file which i can only run that exe after installing.,0,91,19,1,dai download exe file run exe instal
It is only yesterday true true.,0,31,7,1,yesterday true true
K.k.how is your business now?,0,29,6,1,busi
3 pa but not selected.,0,22,6,1,3 pa select
Well thats nice. Too bad i cant eat it,0,38,10,2,well that nice bad cant eat
I accidentally brought em home in the box,0,41,8,1,accident brought em home box
Pls she needs to dat slowly or she will vomit more.,0,51,12,1,pl need dat slowli vomit
I have to take exam with in march 3,0,35,9,1,take exam march 3
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",0,89,24,3,jane babe goin 2 wrk feel ill lst nite fone alreadi cover 4 chuck
5 nights...We nt staying at port step liao...Too ex,0,51,13,1,5 night nt stay port step liao ex
If I die I want u to have all my stuffs.,0,40,12,1,die want u stuff
OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,0,108,29,6,oh fuck juswok bed boatin dock slept wid 25 year old spinout giv u da gossip l8r xxx
I re-met alex nichols from middle school and it turns out he's dealing!,0,71,15,1,alex nichol middl school turn deal
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,146,27,3,privat 2003 account statement fone show 800 point call 08715203656 identifi code 42049 expir
It means u could not keep ur words.,0,35,9,1,mean u could keep ur word
"Nope, I'm still in the market",0,29,8,1,nope still market
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,143,37,3,realis busi guy tri bother get exam outta way tri car gr8 day
Hey what how about your project. Started aha da.,0,48,11,2,hey project start aha da
Ok cool. See ya then.,0,21,7,2,ok cool see ya
Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,98,23,2,uworld site buy qbank buy self assess also
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,1,154,28,2,someonon know tri contact via date servic find could call mobil landlin 09064015307 box334sk38ch
Yeah I can still give you a ride,0,32,8,1,yeah still give ride
"Jay wants to work out first, how's 4 sound?",0,43,12,1,jay want work first 4 sound
"Gud gud..k, chikku tke care.. sleep well gud nyt",0,48,13,1,gud gud k chikku tke care sleep well gud nyt
Hmm thinking lor...,0,19,4,1,hmm think lor
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,133,34,3,cours teas know simpli must see grin keep post prey love smile devour kiss
thanks for the temales it was wonderful. Thank. Have a great week.,0,66,15,3,thank temal wonder thank great week
Thank you princess! I want to see your nice juicy booty...,0,58,13,2,thank princess want see nice juici booti
Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,119,29,3,eaten day sit stare juici pizza ca eat med ruin life
U come n search tat vid..not finishd..,0,38,10,1,u come n search tat vid finishd
"K I'm leaving soon, be there a little after 9",0,45,12,1,k leav soon littl 9
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,126,29,5,urgent pleas call 09061213237 landlin cash 4 holiday await collect cs sae po box 177 m227xi
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,99,24,1,yeah work fine start last week stuff dull easi guy fun
You do your studies alone without anyones help. If you cant no need to study.,0,77,17,2,studi alon without anyon help cant need studi
Please tell me not all of my car keys are in your purse,0,55,13,1,pleas tell car key purs
I didnt get anything da,0,23,5,1,didnt get anyth da
Ok... Sweet dreams...,0,21,5,1,ok sweet dream
Well she's in for a big surprise!,0,33,9,1,well big surpris
1 in cbe. 2 in chennai.,0,23,8,2,1 cbe 2 chennai
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,82,19,1,help u swoop pick u wherev ur bird r meet u want
If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,127,34,3,anyon call treadmil say buy make sure work found ad craigslist sell lt gt
I absolutely LOVE South Park! I only recently started watching the office.,0,74,14,2,absolut love south park recent start watch offic
Did you see that film:),0,23,7,1,see film
Pls speak with me. I wont ask anything other then you friendship.,0,65,14,2,pl speak wont ask anyth friendship
Gud ni8.swt drms.take care,0,26,4,1,gud care
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,152,34,2,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
Anything lar then ü not going home 4 dinner?,0,44,10,1,anyth lar ü go home 4 dinner
"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",0,80,22,3,er enjoyin indian mo yep sall good hehe how bout u shexi pete xx
Did u fix the teeth?if not do it asap.ok take care.,0,51,14,1,u fix teeth take care
So u wan 2 come for our dinner tonight a not?,0,45,12,1,u wan 2 come dinner tonight
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,152,40,3,u u 2 u b move flat co need arrang pick lamp etc take care hello carolin
Its too late:)but its k.wish you the same.,0,42,12,1,late
"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,101,26,4,hi hope ur day good back walk tabl book half eight let know ur come
Oh yeah clearly it's my fault,0,29,7,1,oh yeah clearli fault
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,63,15,2,dunno leh cant rememb mayb lor wat time r meet tmr
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,168,44,1,best msg hard person u know one step foward make u fall love amp one step back ruin ur friendship good night
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,143,27,5,urgent mobil number award prize guarante call 09061790126 land line claim valid 12hr 150ppm
"Vikky, come around  &lt;TIME&gt; ..",0,35,12,1,vikki come around lt time gt
"And how you will do that, princess? :)",0,38,11,2,princess
I have gone into get info bt dont know what to do,0,49,12,1,gone get info bt dont know
"Yeah, probably here for a while",0,31,7,1,yeah probabl
I'm still pretty weak today .. Bad day ?,0,40,10,1,still pretti weak today bad day
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,113,26,2,hey forget mine possess properti mmm childish smile
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,119,33,1,excel thought misundrstud frnd knw u hate bt day wen u knw truth u hate urself gn
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,50,15,3,hey congrat 2u2 id luv 2 ive 2 go home
Dear where you. Call me,0,23,6,2,dear call
Xy trying smth now. U eat already? We havent...,0,47,12,3,xy tri smth u eat alreadi havent
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,154,34,7,urgent pleas call 09061213237 landlin cash luxuri 4 canari island holiday await collect cs sae po box m227xi 150ppm
I donno its in your genes or something,0,38,8,1,donno gene someth
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,1,154,24,1,xma iscom ur award either cd gift voucher free entri 2 r weekli draw txt music 87066 tnc
Alex says he's not ok with you not being ok with it,0,51,13,1,alex say ok ok
Are u coming to the funeral home,0,32,7,1,u come funer home
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,125,27,5,darl sister school resum minimum wait period reappli take care
I.ll hand her my phone to chat wit u,0,36,9,1,hand phone chat wit u
Well good morning mr . Hows london treatin' ya treacle?,0,55,12,2,well good morn mr how london treatin ya treacl
I can't make it tonight,0,23,6,1,ca make tonight
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,87,25,3,lt gt buck bank fee fix better call bank find
"I can. But it will tell quite long, cos i haven't finish my film yet...",0,71,19,2,tell quit long co finish film yet
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,94,28,1,pl ask macho much budget bb bold 2 co saw new one lt gt dollar
Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?,0,95,19,2,hi miss call mumha beendrop red wine theplac adress
Ill be at yours in about 3 mins but look out for me,0,51,13,1,ill 3 min look
What you did in  leave.,0,23,6,1,leav
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,162,42,8,come back thursday yay gon na ok get money cheer oh yeah everyth alright how school call work
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,82,20,3,jolli good way give u ticket sat eve speak x
"yeah, that's what I was thinking",0,32,8,1,yeah think
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,146,34,1,go tirunelvali week see uncl alreadi spend amount take dress want give feb 1
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,121,25,2,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl
My sister going to earn more than me da.,0,40,10,1,sister go earn da
Jus finish watching tv... U?,0,28,7,1,ju finish watch tv u
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0,97,24,1,k fyi back parent place south tampa might need deal somewher els
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,159,37,2,good morn love go sleep wish great day full feel better opportun last thought babe love kiss
Kothi print out marandratha.,0,28,5,1,kothi print marandratha
But we havent got da topic yet rite?,0,36,9,1,havent got da topic yet rite
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,64,17,1,ok problem yup go sch 4 rem correctli
"Thanks, I'll keep that in mind",0,30,8,1,thank keep mind
Aah bless! How's your arm?,0,26,8,2,aah bless arm
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,189,31,1,dear sir salam pleasur meet today tea pleas send contact number save regard
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,160,43,5,gal n boy walk park hold ur hand u think would run away jst wana c feel walk heaven princ gn
What makes you most happy?,0,26,6,1,make happi
Wishing you a wonderful week.,0,29,6,1,wish wonder week
Sweet heart how are you?,0,24,6,1,sweet heart
"Sir, waiting for your letter.",0,29,7,1,sir wait letter
Dude im no longer a pisces. Im an aquarius now.,0,47,12,2,dude im longer pisc im aquariu
X course it 2yrs. Just so her messages on messenger lik you r sending me,0,72,16,2,x cours 2yr messag messeng lik r send
I think steyn surely get one wicket:),0,37,9,1,think steyn sure get one wicket
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,125,32,5,neither sterm voic studi fine sure thing resolv tho anyway fab hol
"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,52,12,1,garbag bag egg jam bread hannaford wheat chex
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,192,53,5,pride almost lt gt year old takin money kid suppos deal stuff grownup stuff tell
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,126,28,2,sound better even im costum im sure time finish tomorrow txt end
My birthday is on feb  &lt;#&gt;  da. .,0,39,15,2,birthday feb lt gt da
So when do you wanna gym?,0,25,8,1,wan na gym
You'd like that wouldn't you? Jerk!,0,35,10,2,like would jerk
Are u awake? Is there snow there?,0,33,9,2,u awak snow
And of course you should make a stink!,0,38,9,1,cours make stink
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,156,30,2,u r subscrib 2 textcomp 250 wkli comp 1st wk free question follow subsequ wk charg unsubscrib txt stop 2 84128 custcar 08712405020
No go. No openings for that room 'til after thanksgiving without an upcharge.,0,77,15,2,go open room thanksgiv without upcharg
When you guys planning on coming over?,0,38,8,1,guy plan come
Wat ü doing now?,0,16,5,1,wat ü
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,133,31,3,sir trip bu last week anoth audit next wednesday think might drive time
Do I? I thought I put it back in the box,0,40,12,2,thought put back box
I'm home...,0,11,4,1,home
No one interested. May be some business plan.,0,45,10,2,one interest may busi plan
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,67,16,2,yup paragon havent decid whether 2 cut yet hee
Good morning princess! Have a great day!,0,40,9,2,good morn princess great day
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,0,82,21,2,guai ü shd haf seen naughti ü free today go jog
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,0,96,27,2,aiyo co sm ü ü neva repli wait 4 ü repli lar tot ü havent finish ur lab wat
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,145,35,3,live simpl love also simpl laugh simpl win tooo simpl difficult
Tell me something. Thats okay.,0,30,7,2,tell someth that okay
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,125,31,6,hmm shall bring bottl wine keep us amus joke still bring bottl red white see tomorrow
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,133,39,2,ur face test 1 2 3 4 5 6 7 8 9 lt gt select number tell ur face astrolog wait quick repli
"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,56,15,1,hey iouri gave number wyli ryan friend
Yep get with the program. You're slacking.,0,42,10,2,yep get program slack
I'm in inside office..still filling forms.don know when they leave me.,0,70,15,1,insid offic still fill know leav
"I think your mentor is , but not 100 percent sure.",0,50,12,1,think mentor 100 percent sure
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,112,22,3,call 09095350301 send girl erot ecstaci stop text call 08712460324 nat rate
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,135,30,2,tri figur suppos see coupl differ peopl week said get togeth set date
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,156,28,5,import messag final contact attempt import messag wait custom claim dept expir call 08717507382
Hi mom we might be back later than  &lt;#&gt;,0,45,15,1,hi mom might back later lt gt
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,139,31,3,date two start sent text talk sport radio last week connect think coincid
"Lol, oh you got a friend for the dog ?",0,38,11,1,lol oh got friend dog
"Ok., is any problem to u frm him? Wats matter?",0,46,13,2,problem u frm wat matter
